"The Ritz-Carlton Hotel Osaka",Kita,spa,梅田・大阪,ritzcarlton
"Conrad Osaka",Central,spa,中之島・大阪,conrad_osaka
"帝国ホテル 大阪",Castle,spa,桜宮・大阪,imperial_osaka
"ホテルインターゲート大阪",Kita,spa,梅田・大阪,intergateosaka
"天然温泉 夕霧の湯 ドーミーインPREMIUMなんば",Central,spa,島之内・大阪,premium_nanba
