Video,7.12.2020,"猫ぶら 北加賀屋公園編",https://youtu.be/RR-NcpSkWTw
Video,7.14.2020,"猫ぶら セブンイレブン北加賀屋５丁目店編",https://youtu.be/Q4LqDs66uC4
Video,10.13.2020,"もっとBnA Alter Museumに来たくなる地図を作ろう",https://newlifecollection.com/ca51/440/p-r51-s/
Video,7.11.2021,"阪急百貨店梅田店の前の歩道橋の上",https://newlifecollection.com/ca51/1206/p-r51-s/
Video,7.11.2021,"大阪JR環状線",https://newlifecollection.com/ca51/1207/p-r51-s/
Essay,10.14.2021,"Go Out | 地図を作ろう",https://newlifecollection.com/ca80/1249/p-r-s/
